datetime,open,high,low,close,volume
2026-02-15 02:00:00+00:00,88.224,88.418,87.91,88.093,14676.15
2026-02-15 02:15:00+00:00,88.093,88.232,87.711,87.857,18510.59
2026-02-15 02:30:00+00:00,87.849,88.066,87.484,87.974,14353.93
2026-02-15 02:45:00+00:00,87.974,88.176,87.862,87.949,6764.31
2026-02-15 03:00:00+00:00,87.944,88.2,87.936,88.017,10807.79
2026-02-15 03:15:00+00:00,88.015,88.158,87.868,87.868,2706.58
2026-02-15 03:30:00+00:00,87.861,87.97,87.309,87.489,19740.44
2026-02-15 03:45:00+00:00,87.504,88.724,87.504,88.544,34801.35
2026-02-15 04:00:00+00:00,88.552,89.49,88.497,89.383,121660.18
2026-02-15 04:15:00+00:00,89.417,89.71,88.333,88.34,191216.83
2026-02-15 04:30:00+00:00,88.364,88.834,88.323,88.727,40280.18
2026-02-15 04:45:00+00:00,88.724,89.085,88.543,88.695,38022.64
2026-02-15 05:00:00+00:00,88.695,89.1,88.67,88.955,14725.79
2026-02-15 05:15:00+00:00,88.95,89.358,88.897,89.316,60156.55
2026-02-15 05:30:00+00:00,89.319,89.697,89.196,89.663,26812.63
2026-02-15 05:45:00+00:00,89.65,89.981,89.536,89.602,63377.11
2026-02-15 06:00:00+00:00,89.602,89.775,89.362,89.545,25725.23
2026-02-15 06:15:00+00:00,89.539,89.948,89.448,89.652,16004.01
2026-02-15 06:30:00+00:00,89.654,90.061,89.602,89.742,21519.07
2026-02-15 06:45:00+00:00,89.732,89.876,89.278,89.541,21148.78
2026-02-15 07:00:00+00:00,89.54,89.863,89.34,89.771,17877.75
2026-02-15 07:15:00+00:00,89.802,90.061,89.715,89.755,13348.67
2026-02-15 07:30:00+00:00,89.76,90.906,89.636,90.409,68614.4
2026-02-15 07:45:00+00:00,90.409,90.809,90.361,90.681,17456.7
2026-02-15 08:00:00+00:00,90.685,91.166,90.491,90.62,49979.95
2026-02-15 08:15:00+00:00,90.625,90.881,89.95,89.95,29813.34
2026-02-15 08:30:00+00:00,89.948,89.99,89.204,89.465,79361.78
2026-02-15 08:45:00+00:00,89.461,89.719,89.218,89.609,18032.6
2026-02-15 09:00:00+00:00,89.599,90.439,89.407,90.214,16489.54
2026-02-15 09:15:00+00:00,90.218,90.455,90.035,90.247,15254.27
2026-02-15 09:30:00+00:00,90.246,90.376,89.939,90.07,21807.11
2026-02-15 09:45:00+00:00,90.069,90.146,89.73,89.943,17732.16
2026-02-15 10:00:00+00:00,89.936,90.041,89.257,89.304,19452.8
2026-02-15 10:15:00+00:00,89.293,89.436,89.06,89.348,13226.07
2026-02-15 10:30:00+00:00,89.349,89.459,89.063,89.373,20425.51
2026-02-15 10:45:00+00:00,89.36,89.647,89.351,89.476,9708.74
2026-02-15 11:00:00+00:00,89.467,89.747,89.328,89.506,7305.31
2026-02-15 11:15:00+00:00,89.513,89.595,89.201,89.303,5744.62
2026-02-15 11:30:00+00:00,89.306,89.314,89.13,89.185,10817.54
2026-02-15 11:45:00+00:00,89.192,89.278,88.95,89.101,43709.57
2026-02-15 12:00:00+00:00,89.1,89.215,88.915,89.181,14599.82
2026-02-15 12:15:00+00:00,89.181,89.556,89.092,89.377,11989.24
2026-02-15 12:30:00+00:00,89.376,89.471,88.952,89.001,32102.6
2026-02-15 12:45:00+00:00,89.0,89.0,87.242,87.252,128470.0
2026-02-15 13:00:00+00:00,87.257,88.23,87.256,88.156,87678.17
2026-02-15 13:15:00+00:00,88.155,88.314,87.469,87.469,28385.25
2026-02-15 13:30:00+00:00,87.535,87.652,87.12,87.327,45100.57
2026-02-15 13:45:00+00:00,87.335,87.469,86.778,86.889,56516.19
2026-02-15 14:00:00+00:00,86.889,87.115,86.642,87.001,73062.15
2026-02-15 14:15:00+00:00,86.99,87.394,86.99,87.227,38728.19
2026-02-15 14:30:00+00:00,87.236,87.5,87.0,87.458,27779.48
2026-02-15 14:45:00+00:00,87.468,87.487,87.2,87.27,28125.2
2026-02-15 15:00:00+00:00,87.275,87.598,87.189,87.532,15318.69
2026-02-15 15:15:00+00:00,87.53,87.54,86.918,86.937,41675.16
2026-02-15 15:30:00+00:00,86.918,87.246,86.877,87.246,18494.72
2026-02-15 15:45:00+00:00,87.239,87.422,87.047,87.335,16102.91
2026-02-15 16:00:00+00:00,87.319,87.35,86.676,87.35,20946.44
2026-02-15 16:15:00+00:00,87.366,87.49,87.1,87.465,53713.24
2026-02-15 16:30:00+00:00,87.451,87.455,87.145,87.374,15887.12
2026-02-15 16:45:00+00:00,87.377,87.577,87.324,87.489,7080.98
2026-02-15 17:00:00+00:00,87.496,87.799,87.467,87.538,23940.41
2026-02-15 17:15:00+00:00,87.543,87.545,87.116,87.256,8951.5
2026-02-15 17:30:00+00:00,87.247,87.39,86.938,86.994,11959.07
2026-02-15 17:45:00+00:00,86.989,86.989,85.777,86.355,102614.17
2026-02-15 18:00:00+00:00,86.356,86.55,85.956,86.433,39759.86
2026-02-15 18:15:00+00:00,86.43,86.766,86.33,86.344,14910.94
2026-02-15 18:30:00+00:00,86.355,86.484,85.965,86.417,59092.67
2026-02-15 18:45:00+00:00,86.417,86.463,85.939,86.137,19319.32
2026-02-15 19:00:00+00:00,86.138,86.255,85.467,85.749,63790.25
2026-02-15 19:15:00+00:00,85.781,86.142,85.643,85.95,73732.65
2026-02-15 19:30:00+00:00,85.948,85.948,85.121,85.226,46586.78
2026-02-15 19:45:00+00:00,85.244,85.468,85.216,85.286,10948.59
2026-02-15 20:00:00+00:00,85.277,85.446,84.825,85.393,130341.15
2026-02-15 20:15:00+00:00,85.379,85.65,85.101,85.632,16858.55
2026-02-15 20:30:00+00:00,85.625,85.894,85.473,85.715,22691.54
2026-02-15 20:45:00+00:00,85.713,85.872,85.527,85.793,6233.24
2026-02-15 21:00:00+00:00,85.793,86.227,85.793,86.071,22251.61
2026-02-15 21:15:00+00:00,86.078,86.158,85.938,86.133,19636.66
2026-02-15 21:30:00+00:00,86.151,86.342,85.92,85.97,17651.74
2026-02-15 21:45:00+00:00,85.974,86.164,85.872,86.12,6841.58
2026-02-15 22:00:00+00:00,86.111,86.542,85.995,86.33,13370.29
2026-02-15 22:15:00+00:00,86.337,86.562,86.217,86.495,13985.44
2026-02-15 22:30:00+00:00,86.474,86.621,86.366,86.463,3622.16
2026-02-15 22:45:00+00:00,86.46,86.575,86.278,86.28,9517.03
2026-02-15 23:00:00+00:00,86.276,86.286,85.122,85.34,36649.31
2026-02-15 23:15:00+00:00,85.34,85.618,85.032,85.597,20738.89
2026-02-15 23:30:00+00:00,85.604,86.032,85.604,85.823,14430.83
2026-02-15 23:45:00+00:00,85.831,86.096,85.827,86.068,12281.88
2026-02-16 00:00:00+00:00,86.072,86.44,85.931,86.073,20873.34
2026-02-16 00:15:00+00:00,86.073,86.285,85.6,85.85,24558.17
2026-02-16 00:30:00+00:00,85.841,86.301,85.784,85.784,14964.13
2026-02-16 00:45:00+00:00,85.781,86.176,85.71,86.099,2968.14
2026-02-16 01:00:00+00:00,86.105,86.543,86.039,86.231,11562.34
2026-02-16 01:15:00+00:00,86.217,86.328,85.734,85.905,6424.71
2026-02-16 01:30:00+00:00,85.934,86.109,85.328,85.464,38142.04
2026-02-16 01:45:00+00:00,85.479,85.748,85.479,85.691,10303.15
2026-02-16 02:00:00+00:00,85.695,86.124,85.58,86.035,29479.32
2026-02-16 02:15:00+00:00,86.043,86.108,85.604,85.647,37580.74
2026-02-16 02:30:00+00:00,85.648,85.835,85.564,85.716,9501.56
2026-02-16 02:45:00+00:00,85.727,85.771,85.17,85.304,27548.49
2026-02-16 03:00:00+00:00,85.322,85.482,85.247,85.351,15114.14
2026-02-16 03:15:00+00:00,85.378,85.414,84.812,84.849,30781.77
2026-02-16 03:30:00+00:00,84.85,85.086,84.765,85.066,44660.82
2026-02-16 03:45:00+00:00,85.071,85.147,84.983,85.085,15483.53
2026-02-16 04:00:00+00:00,85.085,85.383,85.034,85.316,21995.24
2026-02-16 04:15:00+00:00,85.322,85.533,85.228,85.394,21459.35
2026-02-16 04:30:00+00:00,85.401,85.45,85.2,85.214,6716.95
2026-02-16 04:45:00+00:00,85.232,85.741,85.191,85.735,23391.36
2026-02-16 05:00:00+00:00,85.743,85.805,84.996,85.015,21418.88
2026-02-16 05:15:00+00:00,85.022,85.115,84.747,84.89,32391.4
2026-02-16 05:30:00+00:00,84.894,84.959,84.384,84.585,25349.03
2026-02-16 05:45:00+00:00,84.585,84.68,84.52,84.624,12722.9
2026-02-16 06:00:00+00:00,84.628,84.826,84.604,84.697,7727.15
2026-02-16 06:15:00+00:00,84.697,84.785,84.493,84.767,8647.34
2026-02-16 06:30:00+00:00,84.751,85.134,84.73,85.001,25704.89
2026-02-16 06:45:00+00:00,85.001,85.077,84.933,84.985,5601.99
2026-02-16 07:00:00+00:00,84.983,85.239,84.759,85.211,26998.61
2026-02-16 07:15:00+00:00,85.215,85.453,85.081,85.307,14282.77
2026-02-16 07:30:00+00:00,85.318,85.353,84.977,85.067,8529.95
2026-02-16 07:45:00+00:00,85.067,85.353,84.835,84.999,121984.36
2026-02-16 08:00:00+00:00,84.999,85.26,84.968,85.044,63999.73
2026-02-16 08:15:00+00:00,85.039,85.431,85.016,85.387,14750.2
2026-02-16 08:30:00+00:00,85.392,85.404,85.171,85.294,6476.71
2026-02-16 08:45:00+00:00,85.284,85.412,85.225,85.33,4269.59
2026-02-16 09:00:00+00:00,85.345,85.795,85.345,85.65,9479.21
2026-02-16 09:15:00+00:00,85.659,86.003,85.518,85.985,12362.89
2026-02-16 09:30:00+00:00,85.981,86.189,85.734,86.062,29624.96
2026-02-16 09:45:00+00:00,86.05,86.104,85.851,85.95,11115.09
2026-02-16 10:00:00+00:00,85.943,85.98,85.765,85.949,12719.53
2026-02-16 10:15:00+00:00,85.951,85.957,85.589,85.638,39657.51
2026-02-16 10:30:00+00:00,85.646,85.816,85.618,85.722,20468.0
2026-02-16 10:45:00+00:00,85.722,85.86,85.675,85.716,34717.51
2026-02-16 11:00:00+00:00,85.703,85.885,84.875,84.919,26352.13
2026-02-16 11:15:00+00:00,84.942,85.266,84.52,85.231,42428.4
2026-02-16 11:30:00+00:00,85.245,85.327,85.107,85.175,5941.71
2026-02-16 11:45:00+00:00,85.18,85.763,85.178,85.476,18042.98
2026-02-16 12:00:00+00:00,85.467,85.6,85.373,85.44,4703.18
2026-02-16 12:15:00+00:00,85.44,86.377,85.232,86.219,91166.83
2026-02-16 12:30:00+00:00,86.217,86.331,85.834,86.244,53517.85
2026-02-16 12:45:00+00:00,86.234,86.357,85.901,86.128,108038.53
2026-02-16 13:00:00+00:00,86.128,86.88,86.088,86.236,73936.6
2026-02-16 13:15:00+00:00,86.236,86.442,84.691,85.029,110247.56
2026-02-16 13:30:00+00:00,84.974,85.125,84.129,84.443,92789.32
2026-02-16 13:45:00+00:00,84.446,84.515,83.809,84.126,58286.02
2026-02-16 14:00:00+00:00,84.125,84.415,83.749,84.12,43700.02
2026-02-16 14:15:00+00:00,84.102,84.298,83.481,83.641,36599.24
2026-02-16 14:30:00+00:00,83.631,84.424,83.586,84.137,25442.06
2026-02-16 14:45:00+00:00,84.164,84.59,83.881,83.998,24559.26
2026-02-16 15:00:00+00:00,83.998,84.499,83.876,83.9,34207.42
2026-02-16 15:15:00+00:00,83.875,83.989,83.583,83.757,50267.88
2026-02-16 15:30:00+00:00,83.756,83.762,82.549,82.949,107971.83
2026-02-16 15:45:00+00:00,82.949,83.3,82.812,83.143,30159.77
2026-02-16 16:00:00+00:00,83.168,83.9,83.039,83.719,29934.02
2026-02-16 16:15:00+00:00,83.698,83.918,83.4,83.755,25012.39
2026-02-16 16:30:00+00:00,83.744,83.868,83.274,83.868,18045.25
2026-02-16 16:45:00+00:00,83.874,84.038,83.78,83.919,36315.53
2026-02-16 17:00:00+00:00,83.912,84.343,83.877,84.076,21648.28
2026-02-16 17:15:00+00:00,84.132,84.714,83.838,84.601,24203.49
2026-02-16 17:30:00+00:00,84.599,84.753,84.393,84.497,15109.69
2026-02-16 17:45:00+00:00,84.512,84.53,84.267,84.463,9298.58
2026-02-16 18:00:00+00:00,84.474,84.72,84.474,84.689,35903.26
2026-02-16 18:15:00+00:00,84.697,85.1,84.634,84.762,24330.51
2026-02-16 18:30:00+00:00,84.756,84.839,84.593,84.626,16196.94
2026-02-16 18:45:00+00:00,84.621,84.79,84.453,84.476,6772.62
2026-02-16 19:00:00+00:00,84.471,84.64,84.435,84.521,10894.47
2026-02-16 19:15:00+00:00,84.542,84.859,84.198,84.658,26942.35
2026-02-16 19:30:00+00:00,84.656,85.05,84.601,84.829,21829.14
2026-02-16 19:45:00+00:00,84.83,84.848,84.575,84.575,22244.73
2026-02-16 20:00:00+00:00,84.576,84.659,84.454,84.561,24569.24
2026-02-16 20:15:00+00:00,84.564,85.106,84.477,84.984,33627.88
2026-02-16 20:30:00+00:00,84.985,85.157,84.866,85.068,11479.16
2026-02-16 20:45:00+00:00,85.079,85.4,85.02,85.302,16288.54
2026-02-16 21:00:00+00:00,85.302,85.488,85.069,85.488,13624.74
2026-02-16 21:15:00+00:00,85.484,85.77,85.316,85.502,24607.02
2026-02-16 21:30:00+00:00,85.509,85.669,85.419,85.622,7198.71
2026-02-16 21:45:00+00:00,85.636,86.05,85.454,85.998,20166.29
2026-02-16 22:00:00+00:00,85.963,86.184,85.895,85.9,150991.3
2026-02-16 22:15:00+00:00,85.9,85.96,85.714,85.784,113119.47
2026-02-16 22:30:00+00:00,85.785,86.123,85.714,86.003,31512.5
2026-02-16 22:45:00+00:00,85.999,85.999,85.664,85.695,52173.96
2026-02-16 23:00:00+00:00,85.684,86.091,85.664,86.091,15721.16
2026-02-16 23:15:00+00:00,86.08,86.4,86.01,86.191,15304.7
2026-02-16 23:30:00+00:00,86.207,86.37,86.073,86.173,30337.59
2026-02-16 23:45:00+00:00,86.19,86.64,86.19,86.426,39538.29
2026-02-17 00:00:00+00:00,86.422,86.613,86.269,86.533,40338.27
2026-02-17 00:15:00+00:00,86.549,86.694,86.277,86.563,21684.82
2026-02-17 00:30:00+00:00,86.557,86.733,86.38,86.579,46898.92
2026-02-17 00:45:00+00:00,86.583,87.116,86.459,86.571,27477.67
2026-02-17 01:00:00+00:00,86.575,86.989,86.5,86.873,23611.43
2026-02-17 01:15:00+00:00,86.906,87.03,86.715,86.715,12343.7
2026-02-17 01:30:00+00:00,86.708,86.943,86.607,86.746,19020.91
2026-02-17 01:45:00+00:00,86.754,86.864,86.103,86.182,20233.64
2026-02-17 02:00:00+00:00,86.138,87.199,85.725,86.846,83069.23
2026-02-17 02:15:00+00:00,86.86,87.375,86.825,87.136,49865.91
2026-02-17 02:30:00+00:00,87.174,87.339,87.021,87.258,25227.9
2026-02-17 02:45:00+00:00,87.258,87.64,87.251,87.273,63539.47
2026-02-17 03:00:00+00:00,87.273,87.319,86.84,86.854,35895.63
2026-02-17 03:15:00+00:00,86.854,86.983,86.629,86.829,55659.46
2026-02-17 03:30:00+00:00,86.82,86.82,86.45,86.507,17536.88
2026-02-17 03:45:00+00:00,86.51,86.539,86.297,86.335,8906.78
2026-02-17 04:00:00+00:00,86.334,86.403,85.999,86.314,42074.73
2026-02-17 04:15:00+00:00,86.31,86.643,86.145,86.497,65664.97
2026-02-17 04:30:00+00:00,86.49,86.49,85.903,86.299,67948.84
2026-02-17 04:45:00+00:00,86.299,86.5,86.104,86.314,178647.02
2026-02-17 05:00:00+00:00,86.323,86.44,86.115,86.139,29963.86
2026-02-17 05:15:00+00:00,86.139,86.169,85.761,85.931,18366.55
2026-02-17 05:30:00+00:00,85.922,86.069,85.387,86.045,37413.22
2026-02-17 05:45:00+00:00,86.072,86.273,86.051,86.165,21765.15
2026-02-17 06:00:00+00:00,86.174,86.533,86.17,86.369,12380.36
2026-02-17 06:15:00+00:00,86.402,86.737,86.364,86.619,14520.22
2026-02-17 06:30:00+00:00,86.591,86.713,86.431,86.646,12910.86
2026-02-17 06:45:00+00:00,86.645,86.683,86.446,86.446,5909.43
2026-02-17 07:00:00+00:00,86.441,86.459,86.041,86.093,19682.95
2026-02-17 07:15:00+00:00,86.092,86.211,85.91,85.969,4861.63
2026-02-17 07:30:00+00:00,85.972,86.467,85.887,86.35,6780.86
2026-02-17 07:45:00+00:00,86.334,86.493,86.255,86.413,7503.32
2026-02-17 08:00:00+00:00,86.42,86.713,86.411,86.487,39755.86
2026-02-17 08:15:00+00:00,86.486,86.512,86.259,86.292,7007.97
2026-02-17 08:30:00+00:00,86.271,86.399,85.96,86.069,24295.51
2026-02-17 08:45:00+00:00,86.081,86.144,85.862,85.921,14870.85
2026-02-17 09:00:00+00:00,85.912,86.127,85.718,85.787,13687.57
2026-02-17 09:15:00+00:00,85.786,85.906,85.67,85.853,5547.01
2026-02-17 09:30:00+00:00,85.844,85.88,85.624,85.752,5984.52
2026-02-17 09:45:00+00:00,85.751,86.0,85.751,85.887,7769.48
2026-02-17 10:00:00+00:00,85.876,85.988,85.668,85.696,2158.99
2026-02-17 10:15:00+00:00,85.672,85.672,85.069,85.069,23639.82
2026-02-17 10:30:00+00:00,85.069,85.19,84.876,85.015,12330.28
2026-02-17 10:45:00+00:00,85.026,85.062,84.831,84.99,12309.77
2026-02-17 11:00:00+00:00,84.986,85.24,84.755,84.94,103355.55
2026-02-17 11:15:00+00:00,84.945,85.025,84.68,85.025,31925.2
2026-02-17 11:30:00+00:00,85.024,85.035,84.852,84.93,7594.23
2026-02-17 11:45:00+00:00,84.923,85.068,84.817,85.035,25814.82
2026-02-17 12:00:00+00:00,85.034,85.373,84.979,85.205,109372.56
2026-02-17 12:15:00+00:00,85.22,85.315,85.104,85.25,15803.31
2026-02-17 12:30:00+00:00,85.263,85.453,85.078,85.084,51330.53
2026-02-17 12:45:00+00:00,85.084,85.121,84.465,84.57,50316.53
2026-02-17 13:00:00+00:00,84.57,84.938,84.335,84.849,28707.05
2026-02-17 13:15:00+00:00,84.848,85.25,84.68,84.904,71557.5
2026-02-17 13:30:00+00:00,84.904,85.01,84.651,84.966,19458.68
2026-02-17 13:45:00+00:00,84.965,85.411,84.883,84.926,45079.45
2026-02-17 14:00:00+00:00,84.922,85.343,84.642,85.054,42930.65
2026-02-17 14:15:00+00:00,85.046,85.111,84.931,84.931,15870.08
2026-02-17 14:30:00+00:00,84.931,85.302,83.568,83.784,90143.91
2026-02-17 14:45:00+00:00,83.774,83.801,82.955,83.192,198403.83
2026-02-17 15:00:00+00:00,83.191,83.79,83.172,83.36,70703.83
2026-02-17 15:15:00+00:00,83.345,83.831,83.053,83.387,54155.49
2026-02-17 15:30:00+00:00,83.387,83.469,82.87,83.339,40912.39
2026-02-17 15:45:00+00:00,83.344,83.784,83.326,83.745,22706.53
2026-02-17 16:00:00+00:00,83.752,84.953,83.675,84.524,84720.86
2026-02-17 16:15:00+00:00,84.513,84.877,84.079,84.097,17677.69
2026-02-17 16:30:00+00:00,84.106,85.4,84.043,84.859,55561.16
2026-02-17 16:45:00+00:00,84.858,84.882,84.051,84.129,37118.66
2026-02-17 17:00:00+00:00,84.125,84.263,83.225,83.58,45469.51
2026-02-17 17:15:00+00:00,83.584,84.001,83.574,83.963,68256.41
2026-02-17 17:30:00+00:00,83.969,83.98,83.249,83.277,40829.95
2026-02-17 17:45:00+00:00,83.277,83.748,83.091,83.661,71593.03
2026-02-17 18:00:00+00:00,83.66,83.937,83.518,83.868,18329.95
2026-02-17 18:15:00+00:00,83.85,84.955,83.681,84.866,141272.17
2026-02-17 18:30:00+00:00,84.892,85.378,84.7,85.072,35174.52
2026-02-17 18:45:00+00:00,85.124,85.371,84.997,85.062,26881.93
2026-02-17 19:00:00+00:00,85.075,85.558,85.017,85.55,26012.57
2026-02-17 19:15:00+00:00,85.543,85.708,84.69,84.849,45879.66
2026-02-17 19:30:00+00:00,84.832,85.001,84.596,84.858,25981.79
2026-02-17 19:45:00+00:00,84.84,85.08,84.65,84.836,5086.35
2026-02-17 20:00:00+00:00,84.815,85.039,84.698,84.877,10582.56
2026-02-17 20:15:00+00:00,84.883,85.064,84.62,84.885,21363.65
2026-02-17 20:30:00+00:00,84.882,85.162,84.5,85.115,10290.98
2026-02-17 20:45:00+00:00,85.107,85.2,84.892,84.954,6012.07
2026-02-17 21:00:00+00:00,84.946,85.38,84.922,85.346,14138.83
2026-02-17 21:15:00+00:00,85.346,85.35,84.925,84.962,5929.53
2026-02-17 21:30:00+00:00,84.98,85.015,84.797,85.015,7981.27
2026-02-17 21:45:00+00:00,85.012,85.196,84.952,85.158,3839.98
2026-02-17 22:00:00+00:00,85.167,85.278,85.111,85.256,4079.79
2026-02-17 22:15:00+00:00,85.245,85.363,85.092,85.165,11939.53
2026-02-17 22:30:00+00:00,85.175,85.386,85.128,85.145,9448.97
2026-02-17 22:45:00+00:00,85.144,85.267,84.912,84.999,9907.93
2026-02-17 23:00:00+00:00,84.982,85.102,84.85,85.102,11508.61
2026-02-17 23:15:00+00:00,85.109,85.291,85.011,85.012,5566.43
2026-02-17 23:30:00+00:00,85.009,85.065,84.887,85.065,5423.66
2026-02-17 23:45:00+00:00,85.067,85.203,84.926,85.031,6481.9
2026-02-18 00:00:00+00:00,85.032,85.399,84.993,85.358,16073.38
2026-02-18 00:15:00+00:00,85.342,85.342,84.976,85.144,7150.41
2026-02-18 00:30:00+00:00,85.172,85.437,85.172,85.311,3932.37
2026-02-18 00:45:00+00:00,85.296,85.296,84.772,84.835,18170.5
2026-02-18 01:00:00+00:00,84.835,84.94,84.22,84.407,31994.7
2026-02-18 01:15:00+00:00,84.402,84.526,84.093,84.128,13316.77
2026-02-18 01:30:00+00:00,84.12,84.228,83.886,84.228,25416.86
2026-02-18 01:45:00+00:00,84.21,84.252,84.022,84.206,6389.64
2026-02-18 02:00:00+00:00,84.199,84.952,84.182,84.779,21353.0
2026-02-18 02:15:00+00:00,84.785,84.859,84.595,84.6,3161.77
2026-02-18 02:30:00+00:00,84.6,84.919,84.536,84.796,2735.47
2026-02-18 02:45:00+00:00,84.793,84.81,84.61,84.618,7327.1
2026-02-18 03:00:00+00:00,84.619,84.741,84.516,84.61,2771.53
2026-02-18 03:15:00+00:00,84.616,84.953,84.616,84.952,1296.15
2026-02-18 03:30:00+00:00,84.934,85.17,84.878,85.154,5216.27
2026-02-18 03:45:00+00:00,85.149,85.409,85.13,85.282,11719.92
2026-02-18 04:00:00+00:00,85.291,85.489,85.141,85.171,9424.05
2026-02-18 04:15:00+00:00,85.179,85.38,85.165,85.28,2322.87
2026-02-18 04:30:00+00:00,85.279,85.349,85.012,85.012,5586.2
2026-02-18 04:45:00+00:00,85.017,85.199,84.928,85.104,3621.61
2026-02-18 05:00:00+00:00,85.105,85.17,84.95,85.028,4263.12
2026-02-18 05:15:00+00:00,85.029,85.2,84.946,84.946,2265.62
2026-02-18 05:30:00+00:00,84.941,84.957,84.724,84.808,2538.31
2026-02-18 05:45:00+00:00,84.814,84.948,84.781,84.854,2692.33
2026-02-18 06:00:00+00:00,84.846,85.102,84.75,85.053,27044.24
2026-02-18 06:15:00+00:00,85.056,85.134,84.93,85.098,3414.07
2026-02-18 06:30:00+00:00,85.093,85.168,84.959,85.092,7467.72
2026-02-18 06:45:00+00:00,85.066,85.25,84.86,84.864,11602.87
2026-02-18 07:00:00+00:00,84.871,84.92,84.723,84.768,2444.32
2026-02-18 07:15:00+00:00,84.767,84.799,84.644,84.774,3241.7
2026-02-18 07:30:00+00:00,84.785,85.197,84.713,85.178,4241.83
2026-02-18 07:45:00+00:00,85.172,85.385,85.117,85.237,18513.15
2026-02-18 08:00:00+00:00,85.239,85.523,85.201,85.361,29527.4
2026-02-18 08:15:00+00:00,85.361,86.03,85.302,85.659,43449.32
2026-02-18 08:30:00+00:00,85.66,85.713,85.375,85.497,8756.02
2026-02-18 08:45:00+00:00,85.518,85.56,85.334,85.399,4328.86
2026-02-18 09:00:00+00:00,85.41,85.679,85.3,85.639,9492.99
2026-02-18 09:15:00+00:00,85.645,85.699,85.51,85.542,3665.08
2026-02-18 09:30:00+00:00,85.528,85.637,85.479,85.528,5776.47
2026-02-18 09:45:00+00:00,85.527,85.527,85.272,85.278,8924.9
2026-02-18 10:00:00+00:00,85.278,85.34,84.899,85.093,12983.25
2026-02-18 10:15:00+00:00,85.098,85.108,84.943,85.029,8256.49
2026-02-18 10:30:00+00:00,85.029,85.03,84.567,84.609,12418.66
2026-02-18 10:45:00+00:00,84.587,84.608,84.13,84.216,21765.48
2026-02-18 11:00:00+00:00,84.206,84.212,83.192,83.449,44034.32
2026-02-18 11:15:00+00:00,83.44,83.672,83.357,83.53,12371.6
2026-02-18 11:30:00+00:00,83.52,83.668,83.21,83.274,12119.78
2026-02-18 11:45:00+00:00,83.288,83.438,82.765,82.779,66623.97
2026-02-18 12:00:00+00:00,82.78,83.261,82.72,83.18,37420.02
2026-02-18 12:15:00+00:00,83.19,83.23,82.914,83.129,9486.02
2026-02-18 12:30:00+00:00,83.136,83.143,82.291,82.95,62523.0
2026-02-18 12:45:00+00:00,82.934,83.099,82.831,82.896,43689.19
2026-02-18 13:00:00+00:00,82.92,83.192,82.861,83.129,27446.27
2026-02-18 13:15:00+00:00,83.129,83.2,82.94,83.064,23151.42
2026-02-18 13:30:00+00:00,83.056,83.099,82.625,82.8,45948.91
2026-02-18 13:45:00+00:00,82.805,82.857,82.266,82.57,44266.5
2026-02-18 14:00:00+00:00,82.555,82.81,82.554,82.724,18561.72
2026-02-18 14:15:00+00:00,82.725,82.771,82.169,82.173,18601.07
2026-02-18 14:30:00+00:00,82.177,82.661,82.121,82.327,37800.93
2026-02-18 14:45:00+00:00,82.328,82.662,81.715,82.498,82697.87
2026-02-18 15:00:00+00:00,82.492,82.994,82.448,82.726,54853.15
2026-02-18 15:15:00+00:00,82.736,83.009,82.542,82.746,54073.45
2026-02-18 15:30:00+00:00,82.745,83.994,82.698,83.645,67832.18
2026-02-18 15:45:00+00:00,83.645,83.648,82.741,82.936,38810.6
2026-02-18 16:00:00+00:00,82.945,83.016,81.997,82.2,47172.32
2026-02-18 16:15:00+00:00,82.187,82.501,82.06,82.4,20330.78
2026-02-18 16:30:00+00:00,82.428,82.468,82.01,82.243,11936.1
2026-02-18 16:45:00+00:00,82.235,82.313,82.016,82.238,11969.52
2026-02-18 17:00:00+00:00,82.255,82.928,82.238,82.371,52631.05
2026-02-18 17:15:00+00:00,82.366,82.542,82.231,82.293,14473.82
2026-02-18 17:30:00+00:00,82.295,82.466,82.24,82.267,10055.51
2026-02-18 17:45:00+00:00,82.272,82.327,82.039,82.119,14208.69
2026-02-18 18:00:00+00:00,82.13,82.279,82.062,82.185,19917.93
2026-02-18 18:15:00+00:00,82.206,82.228,81.241,81.708,113254.19
2026-02-18 18:30:00+00:00,81.699,81.889,80.924,81.105,57079.0
2026-02-18 18:45:00+00:00,81.104,81.513,81.052,81.229,47901.34
2026-02-18 19:00:00+00:00,81.219,81.534,81.132,81.193,20084.64
2026-02-18 19:15:00+00:00,81.163,81.243,80.73,81.043,25582.22
2026-02-18 19:30:00+00:00,81.043,81.073,80.449,80.918,72123.2
2026-02-18 19:45:00+00:00,80.917,81.143,80.644,80.854,52127.05
2026-02-18 20:00:00+00:00,80.857,81.129,80.821,81.001,25110.82
2026-02-18 20:15:00+00:00,81.001,81.16,80.908,81.019,17970.61
2026-02-18 20:30:00+00:00,81.019,81.529,81.008,81.436,61887.39
2026-02-18 20:45:00+00:00,81.432,81.53,81.142,81.262,40076.23
2026-02-18 21:00:00+00:00,81.268,81.37,80.968,81.188,26397.13
2026-02-18 21:15:00+00:00,81.187,81.465,81.143,81.416,9315.42
2026-02-18 21:30:00+00:00,81.416,81.589,81.38,81.439,10266.48
2026-02-18 21:45:00+00:00,81.435,81.49,81.107,81.215,11629.9
